    1.000000    0.001733
    0.993723    0.002939
    0.982775    0.005022
    0.969992    0.007419
    0.955666    0.010061
    0.940264    0.012851
    0.924222    0.015704
    0.907837    0.018563
    0.891275    0.021398
    0.874624    0.024194
    0.857926    0.026943
    0.841202    0.029645
    0.824462    0.032296
    0.807711    0.034897
    0.790953    0.037448
    0.774190    0.039949
    0.757424    0.042397
    0.740656    0.044795
    0.723887    0.047142
    0.707119    0.049435
    0.690352    0.051674
    0.673589    0.053858
    0.656830    0.055986
    0.640077    0.058055
    0.623332    0.060065
    0.606594    0.062012
    0.589867    0.063896
    0.573152    0.065712
    0.556449    0.067458
    0.539761    0.069132
    0.523090    0.070729
    0.506436    0.072247
    0.489803    0.073681
    0.473192    0.075027
    0.456605    0.076282
    0.440044    0.077439
    0.423513    0.078495
    0.407014    0.079442
    0.390549    0.080277
    0.374123    0.080992
    0.357739    0.081582
    0.341401    0.082038
    0.325114    0.082354
    0.308883    0.082520
    0.292715    0.082530
    0.276617    0.082372
    0.260598    0.082039
    0.244668    0.081517
    0.228839    0.080798
    0.213128    0.079867
    0.197554    0.078715
    0.182143    0.077325
    0.166928    0.075686
    0.151958    0.073787
    0.137297    0.071616
    0.123034    0.069172
    0.109290    0.066462
    0.096218    0.063510
    0.083993    0.060362
    0.072782    0.057082
    0.062705    0.053748
    0.053802    0.050432
    0.046033    0.047188
    0.039294    0.044047
    0.033459    0.041021
    0.028396    0.038105
    0.023986    0.035288
    0.020129    0.032552
    0.016743    0.029881
    0.013763    0.027258
    0.011140    0.024666
    0.008834    0.022087
    0.006820    0.019511
    0.005078    0.016924
    0.003599    0.014320
    0.002378    0.011699
    0.001413    0.009063
    0.000704    0.006428
    0.000246    0.003816
    0.000026    0.001250
    0.000026    -0.000281
    0.000246    -0.000851
    0.000704    -0.001436
    0.001413    -0.002024
    0.002378    -0.002612
    0.003599    -0.003198
    0.005078    -0.003779
    0.006820    -0.004357
    0.008834    -0.004932
    0.011140    -0.005508
    0.013763    -0.006087
    0.016743    -0.006673
    0.020129    -0.007269
    0.023986    -0.007880
    0.028396    -0.008510
    0.033459    -0.009161
    0.039295    -0.009836
    0.046033    -0.010538
    0.053802    -0.011262
    0.062705    -0.012002
    0.072782    -0.012747
    0.083993    -0.013479
    0.096218    -0.014182
    0.109290    -0.014841
    0.123034    -0.015447
    0.137297    -0.015993
    0.151958    -0.016477
    0.166928    -0.016901
    0.182143    -0.017267
    0.197554    -0.017578
    0.213128    -0.017835
    0.228839    -0.018043
    0.244668    -0.018204
    0.260598    -0.018320
    0.276617    -0.018394
    0.292715    -0.018430
    0.308883    -0.018427
    0.325114    -0.018390
    0.341401    -0.018319
    0.357739    -0.018218
    0.374123    -0.018086
    0.390549    -0.017926
    0.407014    -0.017740
    0.423513    -0.017528
    0.440044    -0.017293
    0.456605    -0.017034
    0.473192    -0.016754
    0.489803    -0.016453
    0.506436    -0.016134
    0.523090    -0.015794
    0.539761    -0.015438
    0.556449    -0.015064
    0.573152    -0.014674
    0.589867    -0.014269
    0.606594    -0.013848
    0.623332    -0.013413
    0.640078    -0.012964
    0.656830    -0.012502
    0.673589    -0.012027
    0.690352    -0.011539
    0.707119    -0.011039
    0.723887    -0.010527
    0.740656    -0.010003
    0.757424    -0.009467
    0.774190    -0.008921
    0.790953    -0.008363
    0.807711    -0.007793
    0.824462    -0.007212
    0.841202    -0.006620
    0.857926    -0.006017
    0.874624    -0.005403
    0.891275    -0.004778
    0.907837    -0.004145
    0.924222    -0.003507
    0.940264    -0.002870
    0.955666    -0.002247
    0.969992    -0.001657
    0.982775    -0.001121
    0.993723    -0.000656
    1.000000    -0.000387
